symbol,name,industry,asof_date,price_asof_date_x,financial_report_period,financial_announcement_date,momentum_20d,turnover_change,pe_percentile,pb_percentile,roe,gross_margin,revenue_growth_yoy,net_profit_growth_yoy,volatility_60d,price_asof_date_y,asof_close,future_date,future_close,forward_return_20d
300760,迈瑞医疗,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0124387728796081,-0.1757080162248631,0.0881696428571428,0.0011160714285714,5.96,61.870083,0.0139412906931235,-0.113720139814182,0.2716465757054948,2026-05-20,153.23,2026-06-17,143.35,-0.0644782353325066
300803,指南针,unknown,20260520,2026-05-20,20260331,2026-04-25,0.005726341169379,-0.0295729765958339,0.7653631284916201,0.8024553571428571,3.91,89.982389,0.3096279911199924,-0.1979602889070756,0.3696550752122289,2026-05-20,100.11,2026-06-17,97.79,-0.0231745080411546
300832,新产业,unknown,20260520,2026-05-20,20260331,2026-04-28,0.0855337395621755,0.0925069214927065,0.0714285714285714,0.0122767857142857,4.72,73.479355,0.0034009683846123,0.0102382295104823,0.3772391288258708,2026-05-20,48.1,2026-06-17,42.7,-0.1122661122661122
300866,安克创新,unknown,20260520,2026-05-20,20260331,2026-04-30,0.14548596112311,-0.1816564036062764,0.6927374301675978,0.7578125,4.35,43.640113,0.2693411967268901,-0.0487472906756859,0.5685434908268878,2026-05-20,132.59,2026-06-17,113.63,-0.1429972094426428
300896,爱美客,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.0786674870352466,0.0753809864942287,0.125,0.0011160714285714,3.86,92.489468,-0.0447768458955076,-0.3278643921701548,0.3330448808084186,2026-05-20,104.82,2026-06-17,90.92,-0.1326082808624308
300999,金龙鱼,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0512273212379935,-0.0384198929387517,0.0011160714285714,0.0122767857142857,1.52,6.771983,0.1092160360060714,0.5097914945084281,0.2882696989046457,2026-05-20,26.67,2026-06-17,24.69,-0.0742407199100112
301165,锐捷网络,unknown,20260520,2026-05-20,20260331,2026-04-21,0.0272807274860662,-0.0413610771550915,0.9890368050117464,0.971025841816758,2.43,35.696828,0.1826164370688592,0.1458707318709653,0.6912463730333803,2026-05-20,70.04,2026-06-17,65.39,-0.0663906339234723
301236,软通动力,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0069617105917454,-0.0967286602907574,0.9914921465968588,0.4018324607329843,-2.82,7.783908,0.1578665554362024,0.7699108383839235,0.4730637318101408,2026-05-20,39.94,2026-06-17,38.48,-0.0365548322483726
301269,华大九天,unknown,20260520,2026-05-20,20260331,2026-04-28,0.2042220667133194,0.1411743057904961,0.0007183908045977,0.2952586206896552,-1.39,78.802401,0.0964904160156709,-8.515375791081276,0.4626090821262789,2026-05-20,103.25,2026-06-17,105.01,0.017046004842615
301308,江波龙,unknown,20260520,2026-05-20,20260331,2026-04-28,0.5424430081938396,0.0215484421705087,0.5588447653429602,0.9783393501805054,39.4,55.527428,1.3279283242027424,-26.440496580336394,0.8818868014624046,2026-05-20,570.38,2026-06-17,571.68,0.0022791822995196
302132,中航成飞,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0481751824817517,-0.0670481714622152,0.3314732142857143,0.3381696428571428,0.9,9.706345,0.7971160036156695,0.2315946624400306,0.3363829521844141,2026-05-20,65.2,2026-06-17,60.2,-0.0766871165644171
600000,浦发银行,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0933062880324543,0.3855159916881381,0.5854748603351956,0.4659217877094972,2.32,46.784617,0.0141762118374635,0.0149448801000113,0.1673060984841681,2026-05-20,8.94,2026-06-17,9.24,0.0335570469798658
600009,上海机场,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.055045871559633,0.1766267918927699,0.5703125,0.0022321428571428,1.35,24.934587,0.0081458376553871,0.1133227487228611,0.1639240753831751,2026-05-20,25.75,2026-06-17,23.6,-0.0834951456310678
600010,包钢股份,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0909090909090908,-0.2507522053118141,0.0111607142857142,0.8671875,-0.89,6.601383,-0.1373188196612618,-11.290351444972014,0.505122358813904,2026-05-20,2.6,2026-06-17,2.4,-0.0769230769230769
600011,华能国际,unknown,20260520,2026-05-20,20260331,2026-04-29,0.0763688760806915,0.2284510149512635,0.464804469273743,0.1798882681564245,5.78,19.521102,-0.0588766932130424,-0.0983000068375598,0.2748852832356675,2026-05-20,7.47,2026-06-17,7.92,0.0602409638554217
600015,华夏银行,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0658263305322128,-0.1345170854772303,0.4810267857142857,0.1921787709497206,1.57,26.955568,0.3533032867978454,-0.0150108631246296,0.1997790216377357,2026-05-20,6.67,2026-06-17,6.82,0.0224887556221888
600016,民生银行,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0404312668463611,0.1210776758194327,0.6305803571428571,0.0111607142857142,2.02,34.403257,0.0274087958058295,-0.0963741955736933,0.1474568181914142,2026-05-20,3.56,2026-06-17,3.56,0.0
600018,上港集团,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0365111561866127,0.1392283436218333,0.4100558659217877,0.0379888268156424,2.8021,39.423448,0.0804176665886098,0.0257150248226498,0.1589199068867819,2026-05-20,5.11,2026-06-17,4.97,-0.0273972602739727
600019,宝钢股份,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0524590163934425,0.0169854102922948,0.5680803571428571,0.0658482142857142,1.07,6.622047,0.0573762366174641,-0.0860871780509648,0.2209684362125532,2026-05-20,5.78,2026-06-17,5.59,-0.0328719723183391
600023,浙能电力,unknown,20260520,2026-05-20,20260331,2026-04-28,0.0943738656987296,0.6156374240598264,0.6808035714285714,0.7868303571428571,1.23,5.44992,-0.1102364121865902,-0.118403453313472,0.3512711520023358,2026-05-20,6.03,2026-06-17,6.04,0.001658374792703
600025,华能水电,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0063091482649842,0.4341854893146566,0.5993303571428571,0.4486607142857143,2.1,51.988639,0.0702046920584522,0.0232286844637938,0.2106277485807035,2026-05-20,9.45,2026-06-17,9.44,-0.0010582010582009
600026,中远海能,unknown,20260520,2026-05-20,20260331,2026-04-28,0.0314350797266516,-0.1180685693200048,0.7564245810055866,0.9140625,4.5762,42.658288,0.2692181748058242,2.067376066923279,0.7371942515921045,2026-05-20,22.64,2026-06-17,19.69,-0.1303003533568903
600027,华电国际,unknown,20260520,2026-05-20,20260331,2026-04-29,0.1271551724137933,0.2977907730072962,0.4877232142857143,0.2868303571428571,3.39,12.634887,-0.0943242286248164,-0.0993045623929902,0.2851173662693541,2026-05-20,5.23,2026-06-17,4.96,-0.0516252390057362
600028,中国石化,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0810313075506444,-0.2201901731757573,0.8513966480446927,0.3448660714285714,2.04,19.888919,-0.0389756798067875,0.2821170084439084,0.4019418679943041,2026-05-20,4.99,2026-06-17,4.85,-0.028056112224449
600029,南方航空,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0735551663747811,-0.1319669833984951,0.9732142857142856,0.3683035714285714,4.07,10.819974,0.1007901951298178,-2.9825970548862113,0.364717605649472,2026-05-20,5.29,2026-06-17,5.45,0.0302457466918715
600030,中信证券,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0069659442724457,-0.1868975195171694,0.0033482142857142,0.4547486033519553,3.46,57.093996,0.4091381560472926,0.5460182246042824,0.251273671745762,2026-05-20,25.66,2026-06-17,27.37,0.0666406858924395
600031,三一重工,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0376984126984127,-0.0989048719660224,0.2435754189944134,0.2142857142857142,2.77,27.480319,0.1402576162708115,0.0045930166870427,0.3945681789732315,2026-05-20,19.4,2026-06-17,18.91,-0.0252577319587627
600036,招商银行,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0594635627530364,-0.1365676694036635,0.3173184357541899,0.0435754189944134,3.37,51.374511,0.0380771572876741,0.0151799603068176,0.1404294582664836,2026-05-20,37.17,2026-06-17,38.23,0.0285176217379605
600039,四川路桥,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.1633919338159255,-0.1424148978295146,0.5970982142857143,0.0825892857142857,2.8,14.239784,-0.0410246461912863,-0.1571543011734503,0.3588408243770047,2026-05-20,8.09,2026-06-17,8.35,0.0321384425216315
600048,保利发展,unknown,20260520,2026-05-20,20260331,2026-04-28,0.00164744645799,-0.1868724147642521,0.0613839285714285,0.0334821428571428,0.47,13.496984,-0.1573846933673742,-0.5706315396981284,0.3032194156546981,2026-05-20,6.08,2026-06-17,5.08,-0.1644736842105263
600050,中国联通,unknown,20260520,2026-05-20,20260331,2026-04-22,0.021551724137931,0.5880047508262616,0.3843575418994413,0.4703910614525139,1.24,23.727921,-0.0051233801085127,-0.1798900036224315,0.2764388145789116,2026-05-20,4.74,2026-06-17,4.35,-0.0822784810126583
600061,国投资本,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0653120464441218,-0.2366201328949024,0.264804469273743,0.064804469273743,1.39,67.839446,0.3181142026793644,0.126276557011598,0.2169224890005048,2026-05-20,6.44,2026-06-17,6.56,0.0186335403726707
600066,宇通客车,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.061212477928193,-0.1476737960766431,0.015625,0.7779017857142857,4.14,23.55832,-0.0792063149820702,-0.1268851573024643,0.3791237410398373,2026-05-20,31.9,2026-06-17,27.14,-0.1492163009404388
600085,同仁堂,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0659935088351966,0.2069764199442687,0.2912946428571428,0.0011160714285714,3.4,41.657348,-0.1159336833335206,-0.1907060362664415,0.1753322410441935,2026-05-20,25.9,2026-06-17,23.94,-0.0756756756756755
600089,特变电工,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0230600292825767,-0.0989999312250158,0.8950892857142857,0.7321428571428571,2.5539,21.119184,0.0675042135450365,0.1339522025674673,0.4134062638656164,2026-05-20,26.69,2026-06-17,23.44,-0.1217684526039715
600104,上汽集团,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.1099137931034481,0.0630824146587469,0.6841517857142857,0.0044642857142857,1.01,12.827926,-0.0031397257109176,0.0009338455273222,0.1983711738990864,2026-05-20,12.39,2026-06-17,10.56,-0.1476997578692493
600111,北方稀土,unknown,20260520,2026-05-20,20260331,2026-04-29,0.05440097799511,-0.0690517178642929,0.7678571428571429,0.7209821428571429,3.65,13.223781,0.2769358845811678,1.1311732452324677,0.5651193888682874,2026-05-20,51.75,2026-06-17,50.32,-0.0276328502415459
600115,中国东航,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0657596371882086,-0.0263229864204859,0.9921787709497206,0.8571428571428571,10.9,8.251484,0.1093815482248696,-2.641206030150754,0.4548908425293112,2026-05-20,4.12,2026-06-17,4.08,-0.0097087378640776
600118,中国卫星,unknown,20260520,2026-05-20,20260331,2026-04-22,0.0050040730827416,-0.0947987048200749,0.9854748603351956,0.9464285714285714,-0.67,14.023134,0.3789321901573572,0.7706799741897603,0.6352096261398044,2026-05-20,86.36,2026-06-17,75.79,-0.1223946271421954
600150,中国船舶,unknown,20260520,2026-05-20,20260331,2026-04-30,0.1716621253405994,-0.2529369410906795,0.0022321428571428,0.2008928571428571,3.3,17.475269,0.5489683424884451,2.5164066344362186,0.4077113338671347,2026-05-20,38.7,2026-06-17,37.15,-0.0400516795865634
600160,巨化股份,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0218105766357931,0.5359897924635217,0.1977653631284916,0.8325892857142857,5.58,34.387847,0.0374793152196148,0.4592621601067577,0.3789925346629522,2026-05-20,32.74,2026-06-17,47.7,0.4569334147831398
600176,中国巨石,unknown,20260520,2026-05-20,20260331,2026-04-25,0.0479760119940031,0.0118196947360897,0.9877232142857144,0.9910714285714286,4.0,39.637799,0.1792905093141292,0.7348310313396862,0.6373929352915015,2026-05-20,34.95,2026-06-17,54.6,0.5622317596566522
600183,生益科技,unknown,20260520,2026-05-20,20260331,2026-04-29,0.452011035283868,0.1647775061553991,0.9854748603351956,1.0,6.68,28.10132,0.4508853513988153,1.054723584166001,0.5851263937002625,2026-05-20,100.0,2026-06-17,180.15,0.8015000000000001
600188,兖矿能源,unknown,20260520,2026-05-20,20260331,2026-04-29,0.1257894736842104,-0.1383377833467439,0.9743303571428572,0.7042410714285714,3.84,25.918172,0.0183061359380953,0.4214394280557323,0.5620751593837156,2026-05-20,21.39,2026-06-17,20.05,-0.0626460963066853
600196,复星医药,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.081453154875717,-0.2249779121102443,0.0524553571428571,0.0547486033519553,1.78,49.700914,0.0693076759401873,0.1386946804680022,0.2265981021065833,2026-05-20,24.02,2026-06-17,21.58,-0.1015820149875105
600219,南山铝业,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.1653290529695024,-0.1661877643724266,0.7946428571428571,0.7868303571428571,2.09,21.638107,0.0095470400974093,-0.3538684446720991,0.5243704221219382,2026-05-20,5.2,2026-06-17,4.63,-0.1096153846153846
600221,海航控股,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0,-0.2711730475046784,0.6849162011173184,0.3080357142857143,28.1,11.865639,0.0495465135840258,5.336286241065985,0.3268193235829504,2026-05-20,1.48,2026-06-17,1.48,0.0
600233,圆通速递,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.0805595754944525,-0.1669086787081601,0.34375,0.4330357142857143,3.88,11.17545,0.1001383655529581,0.6075721419819211,0.3749066018863429,2026-05-20,19.06,2026-06-17,16.64,-0.1269674711437565
600276,恒瑞医药,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.0955436720142602,-0.0299627043362028,0.0390625,0.0223214285714285,4.15,86.598607,0.1297536297930368,0.2178231694834509,0.3342719855945539,2026-05-20,50.74,2026-06-17,46.99,-0.0739061884115096
600309,万华化学,unknown,20260520,2026-05-20,20260331,2026-04-21,-0.0999305233904584,-0.1042425226756561,0.765625,0.1473214285714285,3.38,14.728043,0.2550467321775282,0.2062388096154137,0.3638723793187837,2026-05-20,77.73,2026-06-17,70.79,-0.0892834169561301
600346,恒力石化,unknown,20260520,2026-05-20,20260331,2026-04-22,-0.1481481481481481,-0.1769568937619871,0.640625,0.5256696428571429,5.69,13.976353,-0.1373589845646065,0.9065413570081866,0.5610594215645551,2026-05-20,19.55,2026-06-17,17.82,-0.0884910485933504
600362,江西铜业,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0382887700534758,0.0796842361176628,0.875,0.91731843575419,3.41,5.069891,0.2538765976861705,0.4431045618218487,0.400865377251265,2026-05-20,44.96,2026-06-17,48.46,0.0778469750889678
600372,中航机载,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.090288315629742,0.1108912491021103,0.6860335195530727,0.1595982142857142,0.47,25.96353,-0.017531858661945,0.7847994254610737,0.3297773130513977,2026-05-20,11.99,2026-06-17,11.11,-0.0733944954128441
600406,国电南瑞,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0104438642297649,0.0300658158579552,0.3184357541899441,0.2916201117318436,1.36,25.095322,0.0752246562731675,0.0604241685095363,0.3272094197589574,2026-05-20,26.53,2026-06-17,23.32,-0.1209950998869204
600415,小商品城,unknown,20260520,2026-05-20,20260331,2026-04-23,0.1650902837489252,0.2721550441163975,0.1875,0.7120535714285714,4.23,33.778523,0.4529137020291069,0.2329298777900068,0.3945427338913032,2026-05-20,13.55,2026-06-17,10.85,-0.1992619926199262
600426,华鲁恒升,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.0908319185059423,0.0044753224093914,0.8292410714285714,0.3582589285714285,3.32,22.280229,0.0736001369013465,0.5796482544747903,0.4719414259479804,2026-05-20,32.13,2026-06-17,26.24,-0.1833177715530658
600436,片仔癀,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.1285626409678081,0.1400397737547938,0.0814732142857142,0.0011160714285714,5.0,42.182097,-0.1274056170827522,-0.256355353574522,0.1794491541829124,2026-05-20,127.5,2026-06-17,114.6,-0.1011764705882353
600438,通威股份,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0829074389551391,-0.0254294812369972,0.3493303571428571,0.3754189944134078,-6.49,-4.028204,-0.2390149438899762,-0.057211666525864,0.4054769649185683,2026-05-20,16.15,2026-06-17,13.18,-0.1839009287925695
600460,士兰微,unknown,20260520,2026-05-20,20260331,2026-04-30,0.2097253155159615,0.3897553884992955,0.7142857142857143,0.4375,1.73,19.788227,0.1731228962367648,0.405689077490849,0.3871249791283436,2026-05-20,32.59,2026-06-17,40.83,0.2528382939552007
600482,中国动力,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0439675477623658,-0.0948819776528904,0.4129464285714285,0.9754464285714286,1.45,18.90736,0.0445384204929932,0.4864170572730242,0.6530256827019424,2026-05-20,36.53,2026-06-17,31.86,-0.1278401313988503
600489,中金黄金,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.1334572490706319,0.0302645102672491,0.0959821428571428,0.8671875,7.54,20.465565,0.5200921898426547,1.2923460119915542,0.5214829344678829,2026-05-20,23.31,2026-06-17,22.7,-0.0261690261690261
600515,海南机场,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.0991735537190082,-0.1322881184456543,0.9162011173184358,0.015625,0.46,32.004289,0.5986621057056207,0.1202068724477649,0.2769403018104853,2026-05-20,3.27,2026-06-17,2.92,-0.1070336391437308
600519,贵州茅台,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0655467439811261,0.1120092307424061,0.0837988826815642,0.0011173184357541,10.57,89.759217,0.063360092771233,0.0147141829498314,0.2007231644617925,2026-05-20,1315.0,2026-06-17,1240.0,-0.0570342205323194
600522,中天科技,unknown,20260520,2026-05-20,20260331,2026-04-25,0.6137171286425016,0.1312376943089674,0.8950892857142857,1.0,2.43,15.58141,0.347112176696875,0.4642035059450273,0.6971532102598368,2026-05-20,45.41,2026-06-17,54.91,0.209205020920502
600547,山东黄金,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.2078563995837669,-0.0511377052681094,0.1328125,0.4375,4.2,18.296676,0.2537264408259159,0.408736642906369,0.483576319842429,2026-05-20,30.45,2026-06-17,28.26,-0.0719211822660097
600549,厦门钨业,unknown,20260520,2026-05-20,20260331,2026-04-24,-0.1903618315722062,-0.188733659097546,0.7678571428571429,0.8828125,6.24,21.003788,0.8699074166140104,1.8913564286121216,0.6681286146715604,2026-05-20,50.57,2026-06-17,80.84,0.5985762309669764
600570,恒生电子,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0087154225085259,-0.0201291006174658,0.2268156424581005,0.1184357541899441,1.4,67.957175,-0.1175213324338571,3.428712814370886,0.2893318431975962,2026-05-20,26.16,2026-06-17,22.5,-0.1399082568807339
600584,长电科技,unknown,20260520,2026-05-20,20260331,2026-04-29,0.5058046892783976,0.6152997894947889,1.0,0.9676339285714286,1.01,14.548409,-0.0175794708801526,0.4273587991259795,0.5468185317914552,2026-05-20,66.15,2026-06-17,81.67,0.2346182917611488
600585,海螺水泥,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0994599459945994,-0.2296255145879426,0.6450892857142857,0.0022321428571428,0.76,21.25829,-0.1045250933944887,-0.1898082174568185,0.2588052010185953,2026-05-20,20.01,2026-06-17,18.24,-0.0884557721139431
600588,用友网络,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0767366720516963,0.0829602639742297,0.3106145251396648,0.3597765363128491,-10.28,44.717825,0.0589501856033702,-0.0179459856799948,0.3508535323694416,2026-05-20,11.43,2026-06-17,9.78,-0.1443569553805774
600600,青岛啤酒,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.0022598870056497,-0.0341062428522278,0.0279017857142857,0.0033519553072625,5.71,42.742989,-0.0153566820870714,0.0522861110305414,0.1395626751997107,2026-05-20,61.81,2026-06-17,56.1,-0.0923798738068274
600660,福耀玻璃,unknown,20260520,2026-05-20,20260331,2026-04-22,-0.0574652777777777,-0.1439037762620708,0.0022321428571428,0.3415178571428571,4.46,37.37907,0.0507581346920471,-0.1567692112211456,0.2048504436483976,2026-05-20,54.29,2026-06-17,50.69,-0.0663105544299134
600674,川投能源,unknown,20260520,2026-05-20,20260331,2026-04-18,0.0330578512396695,0.081770774310192,0.3139664804469274,0.09375,3.18,54.048179,-0.095617347614103,-0.0176101075461021,0.2408015671634586,2026-05-20,15.0,2026-06-17,14.63,-0.0246666666666666
600690,海尔智家,unknown,20260520,2026-05-20,20260331,2026-04-28,0.0014388489208632,-0.0354303174178157,0.0167410714285714,0.0011173184357541,3.86,25.343786,-0.0686498837949365,-0.1521889486846354,0.2248321499885259,2026-05-20,20.88,2026-06-17,20.49,-0.0186781609195402
600741,华域汽车,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.1536955457660304,-0.0390394991152321,0.1852678571428571,0.0200892857142857,1.84,12.134448,-0.009722199730014,-0.0262725948251435,0.2641400629562739,2026-05-20,17.29,2026-06-17,16.24,-0.0607287449392712
600760,中航沈飞,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0989727380482022,-0.2082902373510259,0.2142857142857142,0.0011160714285714,0.7,10.580759,-0.5523114365484747,-0.6168727932836741,0.3048280552005362,2026-05-20,45.61,2026-06-17,42.14,-0.0760798070598552
600795,国电电力,unknown,20260520,2026-05-20,20260331,2026-04-29,0.0248962655601658,0.3320579459158466,0.4754464285714285,0.4363839285714285,2.32,12.31946,-0.0161763691068861,-0.2278856328703009,0.261376614239539,2026-05-20,4.94,2026-06-17,4.94,0.0
600803,新奥股份,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0077257363592466,-0.3069437400916098,0.8683035714285714,0.3727678571428571,2.68,12.341878,-0.076468326971371,-0.3292094671405016,0.4378656292434703,2026-05-20,20.87,2026-06-17,16.59,-0.2050790608528989
600809,山西汾酒,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0576344086021505,-0.0193195789797471,0.0200892857142857,0.0011173184357541,12.57,75.046836,-0.0968014975921106,-0.1902985253458503,0.2547459764954284,2026-05-20,131.46,2026-06-17,117.7,-0.1046706222425072
600845,宝信软件,unknown,20260520,2026-05-20,20260331,2026-04-22,0.0533039647577093,0.1246598908975185,0.8794642857142857,0.1216517857142857,3.39,30.767956,0.0417232088979604,-0.1425233234887198,0.4620736393587805,2026-05-20,23.91,2026-06-17,17.72,-0.2588874947720619
600875,东方电气,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.1081016299137104,0.0203007035723512,0.9486033519553072,0.9720670391061452,3.44,17.182121,0.0557071807767945,0.3740911910703073,0.7333520977222872,2026-05-20,37.21,2026-06-17,31.71,-0.1478097285675893
600886,国投电力,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0106060606060607,0.3449400515824481,0.0424107142857142,0.0591517857142857,3.06,45.045652,-0.0463316753790087,0.0191410753346004,0.2224079144777319,2026-05-20,13.34,2026-06-17,13.32,-0.0014992503748125
600887,伊利股份,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0680799021606195,-0.3484972033885184,0.0736607142857142,0.0680803571428571,9.44,38.374706,0.0547189730083519,0.1067985066148442,0.1697889955550466,2026-05-20,26.2,2026-06-17,24.67,-0.0583969465648853
600893,航发动力,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.0525362318840579,-0.0658899244961933,0.8604910714285714,0.6785714285714286,0.0064,10.909279,0.1479949681110874,-0.6592800784775961,0.5956480939052902,2026-05-20,47.07,2026-06-17,39.75,-0.1555130656469088
600900,长江电力,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0197119029567853,0.200531354975848,0.1194196428571428,0.3113839285714285,3.01,55.646317,0.0644277817034939,0.3050157685080972,0.1183962156834745,2026-05-20,26.9,2026-06-17,27.0,0.0037174721189592
600905,三峡能源,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0048780487804878,0.1288655535034901,0.9988826815642458,0.0279017857142857,1.17,39.65831,-0.0891777420457134,-0.5749151915664326,0.1903977152211801,2026-05-20,4.12,2026-06-17,4.13,0.0024271844660193
600918,中泰证券,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0543657331136737,-0.0953129029733694,0.3828125,0.0033482142857142,0.97,23.592161,0.2513666368602651,0.2680057962072266,0.1853921028125549,2026-05-20,5.74,2026-06-17,5.31,-0.0749128919860627
600919,江苏银行,unknown,20260520,2026-05-20,20260331,2026-04-29,0.0313942751615881,-0.0267831749612742,0.8571428571428571,0.9073660714285714,4.0925,54.643778,0.0841180610154317,0.082009893044,0.1642545778455464,2026-05-20,11.17,2026-06-17,11.53,0.0322291853178156
600926,杭州银行,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.047277079593058,-0.1380573302839483,0.5279017857142857,0.4185267857142857,4.69,73.741999,0.0428880891898106,0.1009403733757794,0.1612956392992969,2026-05-20,15.92,2026-06-17,16.0,0.0050251256281406
600938,中国海油,unknown,20260520,2026-05-20,20260331,2026-04-29,0.0064274236743437,-0.1199809607274612,0.955063715627096,0.92018779342723,4.77,51.173769,0.0863327531023638,0.0705904876514509,0.5082047140099439,2026-05-20,37.58,2026-06-17,31.4,-0.1644491750931346
600941,中国移动,unknown,20260520,2026-05-20,20260331,2026-04-21,0.06081820170641,0.5290848065680402,0.4777708202880401,0.3393863494051346,2.1,25.350685,0.0103048225659689,-0.0420815513695276,0.1616462667156612,2026-05-20,96.98,2026-06-17,92.98,-0.0412456176531244
600958,东方证券,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0820399113082039,-0.0468825901443433,0.0513392857142857,0.2522321428571428,1.94,49.095448,0.0528869542273549,0.1055038411836255,0.24746247199809,2026-05-20,9.76,2026-06-17,9.47,-0.0297131147540983
600989,宝丰能源,unknown,20260520,2026-05-20,20260331,2026-04-24,0.008406432748538,-0.1920880402726382,0.3582589285714285,0.8314732142857143,7.28,37.404287,0.2289569548111314,0.5022975703560446,0.5970795795112235,2026-05-20,27.59,2026-06-17,22.12,-0.1982602392171075
600999,招商证券,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0852959898154042,0.4028740383117091,0.1104910714285714,0.3839285714285714,2.54,54.776452,0.4795847326766156,0.4172841360432298,0.20128714889974,2026-05-20,17.05,2026-06-17,19.1,0.1202346041055719
601006,大秦铁路,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0457142857142858,0.0666271617737344,1.0,0.1004464285714285,1.44,14.522207,0.0432140926814754,-0.072638458359181,0.1564911587409631,2026-05-20,5.49,2026-06-17,4.99,-0.0910746812386156
601009,南京银行,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.0119266055045872,-0.0832965143609191,0.5993303571428571,0.2879464285714285,3.57,50.01173,0.1354001101337574,0.0804647960991964,0.1831551457763472,2026-05-20,10.77,2026-06-17,11.14,0.0343546889507893
601012,隆基绿能,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.1198394495412844,0.1737679514633221,0.2310267857142857,0.3482142857142857,-3.61,-1.187933,-0.1802546120150258,0.3419756645620464,0.269147491262156,2026-05-20,15.35,2026-06-17,13.07,-0.1485342019543973
601018,宁波港,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0508021390374332,0.0923606095344193,0.046875,0.0178571428571428,1.44,27.883906,0.1564853727807142,-0.0044267141391053,0.2124599772864652,2026-05-20,3.55,2026-06-17,3.34,-0.0591549295774648
601021,春秋航空,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0387940122285472,-0.1169723923808558,0.4821428571428571,0.0044642857142857,5.3,20.050963,0.1415825614602943,0.4514519817159561,0.3259156024258282,2026-05-20,45.59,2026-06-17,47.06,0.0322439131388461
